clean_desc,variety
light cherry fruit acid oak,Pinot Noir
crisp wood fruit apple acidity,Sparkling Blend
oak butter,Chardonnay
citrus,Chardonnay
sweet crisp apple,Portuguese White
crisp apple dry,Portuguese White
crisp citrus acidity,Sauvignon Blanc
white crisp lemon acidity,White Blend
berry dry,Malbec
spicy vanilla,Chardonnay
apple light crisp,Pinot Grigio
berry fruit tannin,Portuguese Red
apple,Chardonnay
acid,Malbec
apple white citrus,Chenin Blanc
rich oak,Cabernet Sauvignon
white pear acidity,Sauvignon Blanc
tannin red berry,Rosé
dry pear acidity,Bordeaux-style White Blend
acidity creamy,Chardonnay
red berry,Portuguese Red
black fruit acidity structure,Portuguese Red
fruit crisp,White Blend
oak crisp apple citrus,Chardonnay
apple dry acidity,Riesling
cherry fruit,Pinot Noir
structure rich apple creamy lemon fruit,White Blend
fruit,Pinot Noir
mineral structure black cherry structure,Gamay
rich dry fruit acidity wood,Portuguese Red
rich wood structure black dry,Portuguese Red
rich black structure,Portuguese Red
oak acidity,Pinot Noir
rich black pepper oak,Syrah
mineral structure rich berry acidity,Portuguese Red
rich fruit structure dry sweet fruit acidity,Portuguese Red
lemon apple dry honey lemon acidity,Riesling
rich acidity,Portuguese Red
acidity wood black fruit structure,Bordeaux-style Red Blend
black rich acidity,Gamay
berry oak rich wood spicy,Red Blend
black apple black,Red Blend
fruit berry cherry vanilla,Pinot Noir
black fruit black cherry red black pepper,Red Blend
dry,Portuguese Red
rich citrus wood rich acidity,Portuguese White
structure mineral,Portuguese Red
acid,Pinot Noir
black fruit cherry berry acidity,Nebbiolo
oak vanilla black berry fruit sweet fruit dry,Nebbiolo
fruit cherry oak fruit,Pinot Noir
spicy black pepper red cherry fruit,Merlot
fruit,Pinot Noir
cherry,Cabernet Franc
cherry,Bordeaux-style Red Blend
oak black pepper,Bordeaux-style Red Blend
red berry,Cabernet Franc
rich acidity wood,Portuguese Red
cherry red red black cherry,Pinot Noir
berry,Nebbiolo
lemon apple pear citrus,Chardonnay
black vanilla,Merlot
light red oak sweet,Zinfandel
rich black fruit,Bordeaux-style Red Blend
cherry cherry,Pinot Noir
lemon,Chardonnay
citrus rich acidity,Sauvignon Blanc
crisp acidity,Sauvignon Blanc
sweet vanilla oak vanilla oak,Nebbiolo
black cherry fruit oak,Pinot Noir
oak rich cherry fruit vanilla wood,Nebbiolo
berry,Pinot Noir
rich cherry cherry,Merlot
fruit,Cabernet Sauvignon
white light rich,Chardonnay
fruit vanilla red fruit acidity,Zinfandel
cherry cherry structure,Nebbiolo
black cherry acidity,Cabernet Sauvignon
black wood,Bordeaux-style Red Blend
fruit rich,Bordeaux-style Red Blend
black,Cabernet Sauvignon
fruit acidity dry,Bordeaux-style Red Blend
dry acidity structure,Bordeaux-style Red Blend
fruit,Bordeaux-style Red Blend
red red fruit fruit,Syrah
apple white pepper crisp acidity light oak,Riesling
lemon,Chardonnay
fruit creamy white,White Blend
black red fruit,Bordeaux-style Red Blend
light white honey,White Blend
dry light acidity,Riesling
fruit,Merlot
acidity,Bordeaux-style Red Blend
apple citrus light crisp,White Blend
light fruit,Red Blend
oak,Cabernet Sauvignon
acidity tannin oak cherry oak,Cabernet Sauvignon
berry black cherry pepper,Sangiovese
red fruit light,Merlot
black fruit berry oak vanilla,Tempranillo
light crisp,Sauvignon Blanc
cherry red fruit,Tempranillo Blend
dry structure fruit acidity,Cabernet Sauvignon
acidity rich acidity,Chardonnay
structure red dry acidity,Pinot Noir
acidity structure red crisp,Pinot Noir
red cherry fruit acidity,Grenache
cherry fruit,Syrah
mineral honey sweet crisp lemon,Riesling
apple fruit,Chardonnay
light fruit citrus mineral,Pinot Noir
red acidity,Pinot Noir
acidity red berry fruit light,Pinot Noir
lemon oak white light dry,Sauvignon Blanc
red fruit,Syrah
tannin black cherry,Cabernet Sauvignon
fruit honey oak,Chardonnay
fruit apple citrus,Pinot Gris
light cherry fruit,Pinot Noir
black rich black cherry,Cabernet Franc
berry cherry,Sangiovese
black cherry vanilla,Sangiovese
rich,Chardonnay
earth rich spicy fruit,Pinot Noir
lemon apple,Chardonnay
oak rich apple,Chardonnay
earth pepper black fruit black cherry,Sangiovese
black vanilla sweet vanilla cherry,Bordeaux-style Red Blend
black rich cherry acidity,Port
pear white pepper apple,Sauvignon Blanc
rich red structure,Pinot Noir
black fruit red vanilla,Sangiovese
dry white acidity,Riesling
black black fruit,Cabernet Sauvignon
red cherry berry fruit,Shiraz
cherry vanilla creamy white pepper,Red Blend
tannin black,Cabernet Sauvignon
rich oak apple,Chardonnay
cherry black cherry,Sangiovese
berry black cherry white pepper,Red Blend
black cherry berry,Tempranillo
earth black cherry pepper,Red Blend
red berry red cherry white pepper acidity,Red Blend
berry red black cherry,Sangiovese
dry,Rosé
black black tannin oak,Cabernet Sauvignon
spicy rich,Chardonnay
sweet,Gewürztraminer
light pepper,Syrah
white,Chardonnay
fruit wood fruit dry rich,Malbec
rich red cherry light cherry,Pinot Noir
acidity lemon,Chardonnay
acidity,Syrah
fruit light,Pinot Noir
red cherry vanilla light,Pinot Noir
dry red,Cabernet Sauvignon
vanilla oak red cherry fruit,Pinot Noir
rich,Malbec
oak fruit dry,Sauvignon Blanc
acidity citrus acid,Riesling
apple,White Blend
fruit citrus apple,Chardonnay
red cherry,Pinot Noir
earth oak berry fruit oak vanilla berry black,Tempranillo
berry,Tempranillo Blend
spicy berry fruit rich,Red Blend
acidity rich,Rosé
butter vanilla creamy pear citrus,Chardonnay
red cherry crisp,Grenache
fruit berry fruit,Syrah
pear,Grüner Veltliner
red cherry fruit structure fruit,Pinot Noir
sweet red cherry,Pinot Noir
cherry fruit acidity,Pinot Noir
spicy,Pinot Gris
dry acidity,Riesling
black fruit black cherry,Nebbiolo
berry red black cherry black pepper,Nebbiolo
fruit,Cabernet Sauvignon
rich rich,Portuguese Red
dry crisp fruit,Gewürztraminer
earth berry black cherry black pepper,Nebbiolo
black cherry black fruit,Pinot Noir
dry mineral,Riesling
white,Chardonnay
fruit rich pear,Chardonnay
red black tannin oak,Cabernet Sauvignon
berry black cherry black fruit,Nebbiolo
black red black cherry white pepper oak,Nebbiolo
red berry red cherry pepper,Nebbiolo
berry black cherry,Nebbiolo
red berry earth black cherry,Nebbiolo
light black pepper black,Zinfandel
white light apple lemon pear crisp,White Blend
crisp red acidity,Champagne Blend
berry cherry white pepper,Nebbiolo
oak red berry cherry pepper,Nebbiolo
oak fruit,Cabernet Sauvignon
red berry tannin dry,Red Blend
cherry fruit butter,Pinot Noir
oak fruit white,Pinot Noir
mineral structure apple citrus,Riesling
creamy pear fruit acidity,Chardonnay
black fruit vanilla,Cabernet Sauvignon
apple apple,Chardonnay
rich mineral structure lemon,Riesling
fruit mineral rich apple citrus,Riesling
acidity light honey creamy,Riesling
acidity mineral dry,Riesling
mineral red,Riesling
oak rich,Portuguese Red
rich acidity black structure wood,Bordeaux-style Red Blend
black berry dry,Bordeaux-style Red Blend
berry cherry black pepper,Nebbiolo
berry red earth sweet black cherry white pepper,Nebbiolo
oak fruit,Syrah
black cherry,Cabernet Franc
black acidity,Portuguese Red
black cherry,Bordeaux-style Red Blend
black pepper fruit,Bordeaux-style Red Blend
oak black fruit oak,Carmenère
butter pear rich,Chardonnay
rich black berry,Cabernet Sauvignon
oak acidity white,Chardonnay
cherry,Cabernet Sauvignon
tannin wood,Portuguese Red
black fruit black cherry black pepper,Nebbiolo
structure rich black dry,Bordeaux-style Red Blend
apple apple,Chardonnay
citrus light,Sauvignon Blanc
acidity,Malbec
apple acidity,Chenin Blanc
oak,Sangiovese
crisp apple acidity,Chardonnay
white oak apple lemon,Chardonnay
red apple dry fruit,Sauvignon Blanc
spicy red fruit,Portuguese Red
creamy light acidity,Portuguese White
vanilla wood fruit,Cabernet Sauvignon
apple pear white acidity,Chardonnay
berry berry creamy,Malbec
red cherry berry red fruit tannin,Red Blend
wood spicy dry,Malbec
red fruit acidity,Portuguese Red
crisp apple,Portuguese White
crisp fruit black red acidity,Portuguese Red
apple acidity,White Blend
white,White Blend
white oak apple fruit,Chardonnay
black,Cabernet Sauvignon
fruit acidity dry,Bordeaux-style Red Blend
dry acidity structure,Bordeaux-style Red Blend
fruit,Bordeaux-style Red Blend
red red fruit fruit,Syrah
apple white pepper crisp acidity light oak,Riesling
lemon,Chardonnay
cherry,Sangiovese
berry pepper black cherry oak fruit dry,Red Blend
fruit,Cabernet Sauvignon
wood fruit black cherry acidity,Cabernet Franc
berry cherry black cherry sweet,Malbec
berry earth red fruit acidity dry cherry crisp acidity,Pinot Noir
cherry black pepper,Red Blend
mineral dry citrus,Riesling
vanilla oak red cherry pepper,Red Blend
black wood acidity,Bordeaux-style Red Blend
dry wood acidity,Bordeaux-style Red Blend
fruit berry,Bordeaux-style Red Blend
structure black red berry structure acidity,Bordeaux-style Red Blend
wood black rich structure berry acidity,Bordeaux-style Red Blend
black,Bordeaux-style Red Blend
dry lemon acidity pear,Sauvignon Blanc
white pepper,Red Blend
light apple lemon citrus oak,Chardonnay
wood acidity black,Red Blend
dry structure rich fruit wood,Portuguese Red
black wood berry,Malbec
fruit,Pinot Noir
red fruit,Red Blend
lemon crisp dry light,Riesling
berry,Red Blend
berry dry black cherry,Red Blend
light dry white pepper crisp apple lemon,Sauvignon Blanc
red spicy vanilla rich acidity,Red Blend
light red red cherry,Pinot Noir
red berry black white pepper acidity,Red Blend
pepper red black,Red Blend
sweet acidity,Port
black,Malbec
black cherry fruit black,Pinot Noir
red acidity red,Grenache
black fruit fruit,Zinfandel
citrus,Riesling
pepper dry,Sauvignon Blanc
dry acidity black black pepper rich,Syrah
mineral,Riesling
rich berry,Syrah
rich structure fruit acidity citrus wood,Chardonnay
sweet dry dry rich spicy,Zinfandel
acidity red structure berry,Pinot Noir
acidity lemon fruit dry,Chardonnay
acidity red,Pinot Noir
dry white pepper,Pinot Noir
wood fruit,Bordeaux-style Red Blend
rich fruit wood fruit acidity,Viognier
black rich black wood,Bordeaux-style Red Blend
structure black,Bordeaux-style Red Blend
dry red oak,Rhône-style Red Blend
mineral structure black wood dry,Portuguese Red
fruit red structure,Chardonnay
rich structure red berry wood,Bordeaux-style Red Blend
dry citrus pear fruit acidity,Riesling
red dry fruit acidity,Portuguese Red
dry crisp mineral oak,Chardonnay
red berry wood,Pinot Noir
rich berry,Portuguese Red
cherry fruit,Pinot Noir
red berry berry dry oak dry,Tempranillo
acidity lemon fruit acid white,Pinot Gris
red berry berry,Cabernet Sauvignon
mineral crisp citrus,Sauvignon Blanc
red berry black cherry black pepper oak,Nebbiolo
red acidity,Pinot Noir
oak sweet black cherry oak acidity,Nebbiolo
acidity cherry fruit,Pinot Noir
acidity,Sauvignon Blanc
fruit citrus,Pinot Noir
oak berry,Malbec
black cherry berry fruit oak,Pinot Noir
fruit structure acid tannin fruit,Pinot Noir
fruit spicy acidity,Pinot Noir
pear creamy fruit,Pinot Gris
red fruit black red red structure acidity black pepper,Petite Sirah
berry cherry,Nebbiolo
vanilla,Viognier
dry fruit acidity dry,Pinot Gris
cherry vanilla,Red Blend
light light sweet cherry vanilla cherry acidity,Pinot Noir
vanilla oak,Nebbiolo
lemon,Pinot Gris
acidity,Pinot Noir
fruit crisp,Pinot Noir
white white apple citrus crisp,White Blend
structure black cherry cherry,Cabernet Sauvignon
black pepper,Rhône-style Red Blend
red cherry earth,Zinfandel
cherry tannin black red light,Pinot Noir
red citrus light acidity,Cabernet Sauvignon
black vanilla,Zinfandel
creamy white honey apple,Chardonnay
dry acidity cherry light,Rosé
berry black cherry red mineral acidity,Red Blend
spicy fruit,Grenache
red berry fruit lemon fruit,Pinot Noir
earth red vanilla,Pinot Noir
wood acidity,Petite Sirah
berry spicy,Zinfandel
fruit black black cherry vanilla black,Red Blend
tannin,Zinfandel
berry,Tempranillo Blend
structure berry spicy,Tempranillo Blend
fruit light cherry black acidity,Zinfandel
fruit acidity vanilla,Red Blend
earth red black cherry vanilla,Sangiovese
red fruit,Merlot
crisp,Chardonnay
black fruit black cherry vanilla,Sangiovese
earth black fruit,Rhône-style Red Blend
white citrus,Sauvignon Blanc
cherry acidity,Champagne Blend
sweet honey acidity apple lemon,White Blend
red white,Rosé
rich black black cherry dry fruit,Pinot Noir
berry vanilla wood,Red Blend
oak vanilla berry fruit oak,Red Blend
lemon acidity butter,Chardonnay
cherry fruit,Pinot Noir
fruit black,Cabernet Sauvignon
crisp red fruit,Cabernet Sauvignon
tannin earth black,Cabernet Franc
fruit black cherry,Red Blend
red berry red black cherry vanilla,Red Blend
cherry,Red Blend
tannin,Cabernet Sauvignon
dry,Pinot Noir
vanilla lemon,Chardonnay
red berry cherry berry,Rosé
fruit,Red Blend
oak cherry acidity,Syrah
crisp wood fruit apple acidity,Sparkling Blend
cherry fruit acidity,Pinot Noir
spicy,Pinot Gris
dry acidity,Riesling
black fruit black cherry,Nebbiolo
berry red black cherry black pepper,Nebbiolo
fruit,Cabernet Sauvignon
black,Malbec
rich spicy citrus fruit,Pinot Gris
red berry pepper red berry structure,Nebbiolo
earth black spicy acidity,Malbec
berry black cherry acidity,Nebbiolo
spicy black cherry black pepper,Zinfandel
berry red cherry white pepper acidity,Barbera
acidity rich lemon acidity,Bordeaux-style White Blend
berry acidity,Bordeaux-style Red Blend
fruit,Rhône-style Red Blend
cherry,Pinot Noir
berry vanilla red black cherry,Nebbiolo
apple white oak honey light lemon,Chardonnay
red cherry acidity,Nebbiolo
fruit structure,Portuguese Red
cherry acidity,Cabernet Sauvignon
crisp acidity lemon oak,Sauvignon Blanc
acidity apple,Sauvignon Blanc
cherry structure light acidity red fruit,Grenache
lemon citrus oak,Chardonnay
acidity fruit,Rosé
wood crisp rich,Rosé
red fruit,Pinot Noir
white acid white,Pinot Noir
rich vanilla pepper,Cabernet Sauvignon
pear pear citrus dry citrus pear fruit citrus,Grüner Veltliner
cherry fruit acidity,Grenache
lemon pear,Grüner Veltliner
fruit,Pinot Gris
black,Pinot Noir
black cherry cherry vanilla acidity,Tempranillo
spicy red cherry fruit earth mineral,Pinot Noir
white rich red dry acidity,Rosé
rich black,Red Blend
crisp spicy mineral light lemon,White Blend
acidity,Sparkling Blend
red berry black pepper,Barbera
black vanilla creamy black cherry acidity,Petite Sirah
fruit lemon vanilla,Chardonnay
white pepper black fruit,Syrah
berry cherry,Zinfandel
red fruit acidity,Portuguese Red
crisp apple,Portuguese White
crisp fruit black red acidity,Portuguese Red
apple acidity,White Blend
oak oak fruit,Sangiovese
vanilla cherry cherry light,Bordeaux-style Red Blend
berry black,Malbec
light berry crisp acidity,Rosé
acidity,Sauvignon Blanc
light fruit acidity,Portuguese White
berry,Bordeaux-style Red Blend
fruit berry,Red Blend
tannin oak spicy,Pinot Noir
dry lemon lemon apple,White Blend
honey crisp,Bordeaux-style White Blend
apple pear apple,Sauvignon Blanc
apple pear acid lemon,Chenin Blanc
sweet fruit,Pinot Noir
red apple fruit,Chenin Blanc
berry,Malbec
white apple citrus acidity,Chenin Blanc
sweet acidity,Rosé
light apple acidity,Portuguese White
fruit black pepper,Syrah
rich apple pear fruit acidity,Chardonnay
fruit wood,Bordeaux-style Red Blend
fruit oak rich mineral,Merlot
black acid,Portuguese Red
fruit,Syrah
citrus,Sauvignon Blanc
oak cherry red black pepper oak,Zinfandel
black cherry fruit spicy oak rich earth,Merlot
fruit,Syrah
rich citrus acidity,Riesling
sweet spicy honey lemon,Gewürztraminer
berry earth acidity rich berry,Syrah
rich lemon apple honey,Chardonnay
black fruit spicy,Cabernet Sauvignon
red fruit dry,Tempranillo
black fruit pepper,Red Blend
black cherry black pepper acidity,Syrah
oak,Portuguese Red
creamy lemon acidity pear,Chardonnay
pear light vanilla acidity,Chardonnay
fruit acidity rich,Sangiovese
rich spicy,Cabernet Sauvignon
rich,Portuguese Red
spicy apple,Chardonnay
rich fruit mineral fruit dry,Portuguese Red
dry rich structure white acidity,Riesling
oak vanilla apple,Chardonnay
rich fruit oak vanilla,Zinfandel
black white pepper,Rhône-style Red Blend
white acidity,White Blend
oak pear apple pear acidity,Chardonnay
berry spicy oak red berry fruit,Malbec
black berry black pepper,Sangiovese
vanilla,Sangiovese
black cherry,Red Blend
vanilla fruit oak fruit,Sangiovese
fruit,Sangiovese
red berry fruit,Sangiovese
pear fruit creamy,Chardonnay
white pepper,Red Blend
sweet apple,White Blend
black structure wood,Bordeaux-style Red Blend
apple pear apple,Sparkling Blend
red vanilla black,Merlot
pear creamy fruit,White Blend
red black black,Zinfandel
light pear light,Gewürztraminer
fruit light sweet cherry,Red Blend
sweet fruit,Riesling
mineral rich fruit,Syrah
crisp lemon pear,Chardonnay
rich apple,Champagne Blend
black fruit wood structure black fruit,Malbec
dry acidity fruit,Champagne Blend
black fruit black cherry black pepper,Red Blend
dry,Cabernet Sauvignon
fruit rich spicy black cherry red oak,Merlot
fruit acidity,Pinot Noir
acidity lemon oak rich,Chardonnay
dry red,Pinot Noir
dry acid oak,Pinot Noir
red cherry acidity berry,Red Blend
fruit acidity rich citrus apple acidity structure,Champagne Blend
structure,Bordeaux-style Red Blend
black,Bordeaux-style Red Blend
